date,country_code,country_cc_trav,country_trav,country_hotels,country_car_rent,country_appart,country_hike,country_trav_gui,cc_fooddrink,cc_restaurant,cc_groc,cc_fastfood
2013-07-01,HU,23,37,24,14,2,7,4,64,64,51,66
2013-08-01,HU,27,33,21,5,2,7,2,62,66,49,71
2013-09-01,HU,18,26,15,8,2,2,0,59,60,48,70
2013-10-01,HU,19,26,18,6,5,4,3,66,64,51,66
2013-11-01,HU,14,24,11,4,5,0,3,68,65,53,66
2013-12-01,HU,14,21,14,10,0,2,1,78,62,57,60
2014-01-01,HU,13,27,15,6,5,2,2,69,65,53,68
2014-02-01,HU,14,25,11,6,6,0,2,66,66,55,60
2014-03-01,HU,15,24,11,10,0,5,3,62,69,54,62
2014-04-01,HU,20,28,18,7,1,0,3,63,61,51,63
2014-05-01,HU,19,28,13,11,4,0,3,65,63,52,71
2014-06-01,HU,21,32,14,6,5,3,4,60,63,56,67
2014-07-01,HU,26,35,13,12,3,8,3,63,62,53,63
2014-08-01,HU,24,31,18,8,5,3,2,60,66,54,62
2014-09-01,HU,21,26,15,6,4,0,0,61,66,55,61
2014-10-01,HU,19,24,14,6,5,0,2,63,63,59,66
2014-11-01,HU,14,22,17,6,2,4,4,66,67,59,67
2014-12-01,HU,13,19,15,7,2,0,2,77,65,55,63
2015-01-01,HU,15,26,17,8,4,4,0,70,67,56,63
2015-02-01,HU,13,24,14,6,6,4,3,72,74,56,64
2015-03-01,HU,13,28,14,9,3,5,2,65,69,55,63
2015-04-01,HU,17,30,16,9,5,3,3,65,68,55,65
2015-05-01,HU,18,29,17,11,3,2,3,67,70,52,65
2015-06-01,HU,24,33,19,13,7,0,5,61,68,51,62
2015-07-01,HU,26,40,20,13,7,9,4,61,70,52,65
2015-08-01,HU,23,34,23,11,4,5,4,62,70,50,72
2015-09-01,HU,18,35,19,9,5,0,8,62,64,49,59
2015-10-01,HU,17,23,13,7,4,4,1,67,68,50,66
2015-11-01,HU,16,24,13,12,1,5,3,70,68,53,61
2015-12-01,HU,16,23,13,9,6,3,3,82,67,59,62
2016-01-01,HU,14,26,19,6,2,3,2,69,65,47,63
2016-02-01,HU,12,24,20,6,4,0,3,68,68,50,63
2016-03-01,HU,15,27,17,6,2,3,4,63,61,50,54
2016-04-01,HU,16,25,14,11,4,5,3,59,59,48,58
2016-05-01,HU,17,30,19,7,5,3,3,59,66,52,65
2016-06-01,HU,23,47,25,11,8,4,8,59,65,54,62
2016-07-01,HU,24,34,23,7,5,7,4,61,63,53,63
2016-08-01,HU,20,30,22,13,4,2,4,60,70,52,60
2016-09-01,HU,20,26,15,9,4,4,4,59,65,51,63
2016-10-01,HU,16,24,14,2,8,4,3,63,66,54,64
2016-11-01,HU,16,25,18,7,4,0,2,62,66,53,59
2016-12-01,HU,17,23,17,7,6,2,1,72,67,57,59
2017-01-01,HU,17,28,16,11,4,3,4,62,64,54,63
2017-02-01,HU,16,24,16,6,3,5,1,66,67,52,62
2017-03-01,HU,18,28,18,9,4,7,4,62,66,51,61
2017-04-01,HU,18,28,17,7,5,3,0,66,69,52,68
2017-05-01,HU,20,31,17,10,3,4,5,59,69,56,62
2017-06-01,HU,25,38,14,13,1,4,5,59,71,53,67
2017-07-01,HU,26,41,27,7,6,15,1,62,73,54,67
2017-08-01,HU,25,34,22,12,4,4,5,60,74,56,67
2017-09-01,HU,22,29,17,8,5,4,2,64,70,57,62
2017-10-01,HU,21,27,20,12,3,2,2,67,73,55,64
2017-11-01,HU,17,26,17,8,4,4,2,71,76,60,66
2017-12-01,HU,16,24,14,8,6,0,2,85,73,67,66
2018-01-01,HU,16,27,19,5,2,3,3,69,76,60,66
2018-02-01,HU,17,30,22,11,5,2,2,70,76,60,66
2018-03-01,HU,19,30,18,9,4,5,2,73,78,63,71
2018-04-01,HU,18,30,20,8,3,0,4,61,76,57,62
2018-05-01,HU,17,31,19,9,5,2,1,67,81,52,67
2018-06-01,HU,20,34,21,5,7,5,2,70,83,62,79
2018-07-01,HU,24,38,24,9,4,6,3,69,87,65,78
2018-08-01,HU,23,32,18,6,5,8,3,65,87,60,77
2018-09-01,HU,21,29,16,4,3,4,4,66,77,64,65
2018-10-01,HU,21,27,21,7,5,2,2,69,79,64,71
2018-11-01,HU,12,22,12,3,2,3,2,71,78,64,69
2018-12-01,HU,16,22,12,6,3,3,5,87,78,76,71
2019-01-01,HU,16,26,20,10,2,3,3,71,76,59,72
2019-02-01,HU,15,24,16,7,1,4,6,71,81,63,72
2019-03-01,HU,17,25,17,10,3,5,5,70,82,64,72
2019-04-01,HU,19,28,17,8,3,0,3,71,76,69,69
2019-05-01,HU,15,36,25,13,7,4,5,71,83,66,77
2019-06-01,HU,26,36,20,11,7,6,1,68,87,78,83
2019-07-01,HU,24,37,26,9,5,5,2,71,90,76,87
2019-08-01,HU,27,34,21,13,4,8,4,73,94,80,89
2019-09-01,HU,21,29,18,9,6,5,4,67,77,80,71
2019-10-01,HU,18,24,16,8,4,4,2,74,85,87,75
2019-11-01,HU,17,25,20,6,3,2,1,77,85,79,85
2019-12-01,HU,14,24,14,9,3,0,3,91,87,97,84
2020-01-01,HU,17,29,16,11,5,4,3,76,82,79,78
2020-02-01,HU,20,27,15,6,4,2,2,77,87,82,79
2020-03-01,HU,26,36,16,10,6,2,4,78,64,91,77
2020-04-01,HU,14,21,11,6,4,4,1,88,52,100,86
2020-05-01,HU,20,23,19,6,3,2,4,88,73,93,93
2020-06-01,HU,19,27,18,7,4,2,2,77,86,86,89
2020-07-01,HU,28,36,25,7,6,6,5,77,95,86,95
2020-08-01,HU,27,34,22,7,3,6,6,74,100,86,100
2020-09-01,HU,21,26,17,5,4,4,4,68,82,84,82
2020-10-01,HU,15,20,15,3,4,1,5,79,80,96,89
2020-11-01,HU,13,16,8,4,4,0,2,76,66,88,80
2020-12-01,HU,13,16,11,8,2,1,2,100,65,96,85
2021-01-01,HU,12,16,10,7,3,2,3,81,58,79,78
2021-02-01,HU,15,15,9,5,3,0,4,72,61,78,83
2021-03-01,HU,13,17,12,4,2,3,3,77,63,85,87
2021-04-01,HU,13,16,10,5,3,3,2,76,66,85,90
2021-05-01,HU,17,20,9,6,2,5,5,76,84,83,92
2021-06-01,HU,19,37,20,12,6,1,5,69,88,81,85
2021-07-01,HU,19,30,17,7,4,5,6,72,93,81,95
2021-08-01,HU,21,31,18,6,5,8,7,69,97,83,90
2021-09-01,HU,21,32,15,3,3,4,4,65,79,67,69
2021-10-01,HU,19,29,13,7,2,2,5,69,75,76,68
2021-11-01,HU,16,25,10,8,4,1,2,71,71,81,57
2021-12-01,HU,18,23,13,7,2,2,7,75,69,75,60
2022-01-01,HU,17,27,13,4,4,0,6,78,74,79,63
2022-02-01,HU,17,30,14,5,4,4,7,76,81,82,63
2022-03-01,HU,20,32,17,5,6,0,9,71,80,81,69
2022-04-01,HU,16,31,18,9,7,4,6,77,83,83,72
2022-05-01,HU,16,27,12,8,4,5,5,69,84,82,68
2022-06-01,HU,19,36,20,9,5,5,4,74,83,83,74
2022-07-01,HU,24,34,17,10,2,9,5,75,85,88,76
2022-08-01,HU,27,31,21,15,5,3,4,79,91,86,74
2022-09-01,HU,18,26,18,5,7,1,1,73,74,82,60
2022-10-01,HU,16,23,12,8,4,3,2,77,75,87,62
2022-11-01,HU,19,24,11,15,3,7,3,79,77,87,66
2022-12-01,HU,22,24,12,15,3,2,2,97,76,97,71
2023-01-01,HU,16,25,10,11,3,3,3,84,74,89,67
2023-02-01,HU,18,25,11,11,5,0,3,84,76,90,60
2023-03-01,HU,19,24,12,5,3,2,2,79,72,83,61
2023-04-01,HU,18,28,14,9,4,5,4,82,76,89,64
2004-01-01,IT,58,0,45,66,16,43,63,25,27,17,27
2004-02-01,IT,68,0,51,53,36,72,83,26,30,18,29
2004-03-01,IT,66,0,55,61,33,62,61,25,29,19,25
2004-04-01,IT,80,0,50,76,25,46,56,26,32,17,28
2004-05-01,IT,70,0,56,100,34,82,100,26,31,19,30
2004-06-01,IT,73,0,49,93,40,72,94,24,29,19,26
2004-07-01,IT,85,0,41,77,40,100,56,25,32,19,25
2004-08-01,IT,81,0,43,55,35,61,81,20,24,16,25
2004-09-01,IT,53,0,41,53,36,40,79,26,31,23,33
2004-10-01,IT,54,0,37,33,37,13,41,28,29,23,31
2004-11-01,IT,54,0,34,41,45,34,41,28,32,25,34
2004-12-01,IT,51,0,28,33,25,41,22,29,36,22,27
2005-01-01,IT,51,0,38,46,44,54,62,27,32,21,28
2005-02-01,IT,54,0,42,57,39,61,57,29,34,22,39
2005-03-01,IT,48,0,43,71,46,63,69,27,26,20,29
2005-04-01,IT,48,0,43,60,48,53,56,26,33,22,31
2005-05-01,IT,63,0,46,70,43,64,80,27,31,22,33
2005-06-01,IT,67,0,38,61,46,66,76,25,29,21,32
2005-07-01,IT,63,0,37,71,45,68,76,25,33,20,31
2005-08-01,IT,74,0,37,83,36,69,68,21,25,19,20
2005-09-01,IT,62,0,33,42,33,35,58,29,33,25,31
2005-10-01,IT,54,0,31,18,21,15,41,29,31,25,31
2005-11-01,IT,51,0,28,30,25,27,48,30,32,29,35
2005-12-01,IT,43,0,22,28,24,22,31,30,32,23,28
2006-01-01,IT,38,0,35,41,33,48,58,26,29,26,28
2006-02-01,IT,46,0,39,43,27,46,33,27,33,23,31
2006-03-01,IT,48,0,39,56,36,50,59,27,33,26,29
2006-04-01,IT,49,0,36,46,25,49,56,26,30,21,29
2006-05-01,IT,46,0,37,55,20,44,35,28,35,25,27
2006-06-01,IT,59,0,44,56,31,68,49,27,34,26,33
2006-07-01,IT,68,0,45,62,26,93,48,25,36,27,30
2006-08-01,IT,60,0,31,48,30,48,47,22,28,23,23
2006-09-01,IT,52,0,32,43,42,22,38,30,37,30,34
2006-10-01,IT,47,0,28,25,20,17,28,31,36,32,35
2006-11-01,IT,41,0,25,21,24,30,18,30,37,31,32
2006-12-01,IT,42,0,23,16,14,23,25,30,37,25,26
2007-01-01,IT,41,0,32,37,27,46,37,28,34,27,33
2007-02-01,IT,49,0,32,42,33,52,39,31,41,27,32
2007-03-01,IT,51,0,33,45,29,40,47,30,38,28,35
2007-04-01,IT,59,0,34,51,22,40,53,28,38,28,33
2007-05-01,IT,57,0,33,59,24,48,52,30,40,27,33
2007-06-01,IT,67,0,30,50,20,55,47,29,38,29,29
2007-07-01,IT,71,0,28,55,28,81,46,28,38,26,29
2007-08-01,IT,69,0,28,50,24,51,38,23,32,24,28
2007-09-01,IT,58,0,32,36,19,37,29,30,40,31,35
2007-10-01,IT,56,0,24,22,17,25,29,32,43,31,33
2007-11-01,IT,50,0,20,18,18,23,26,32,39,31,33
2007-12-01,IT,46,0,19,17,18,20,27,34,37,28,27
2008-01-01,IT,51,0,24,26,24,55,32,29,34,28,30
2008-02-01,IT,47,0,25,35,20,34,31,31,40,28,33
2008-03-01,IT,52,0,25,36,21,36,46,32,38,27,31
2008-04-01,IT,57,0,27,39,17,38,37,32,41,26,30
2008-05-01,IT,60,0,26,40,20,43,41,33,42,32,37
2008-06-01,IT,61,0,25,46,19,52,48,29,37,25,33
2008-07-01,IT,65,0,22,41,24,53,33,27,39,26,32
2008-08-01,IT,66,0,24,34,22,41,27,24,31,21,28
2008-09-01,IT,54,0,21,26,20,23,36,31,39,26,36
2008-10-01,IT,47,0,18,12,14,22,27,32,39,28,36
2008-11-01,IT,40,0,16,14,12,19,18,31,38,26,42
2008-12-01,IT,37,0,16,12,12,14,17,34,36,28,30
2009-01-01,IT,49,0,18,21,22,38,25,30,36,26,33
2009-02-01,IT,45,0,19,21,22,32,27,31,40,25,34
2009-03-01,IT,48,0,20,32,19,36,27,30,35,24,31
2009-04-01,IT,45,0,22,33,21,39,31,28,33,24,29
2009-05-01,IT,47,0,21,40,17,42,40,25,32,20,26
2009-06-01,IT,54,0,22,52,21,50,45,26,31,19,26
2009-07-01,IT,58,0,20,45,26,55,44,25,33,19,25
2009-08-01,IT,59,0,20,34,19,39,37,22,27,18,23
2009-09-01,IT,50,0,18,23,15,20,31,26,33,21,33
2009-10-01,IT,42,0,16,13,18,15,22,27,31,22,28
2009-11-01,IT,34,0,14,12,12,16,22,29,31,24,31
2009-12-01,IT,35,0,15,13,12,14,23,30,32,21,25
2010-01-01,IT,34,0,16,22,20,33,24,25,28,19,26
2010-02-01,IT,39,0,17,23,18,25,27,27,31,19,29
2010-03-01,IT,43,0,20,28,20,23,33,27,29,23,25
2010-04-01,IT,52,0,18,32,18,32,34,25,30,20,26
2010-05-01,IT,52,0,19,33,20,30,42,26,28,18,25
2010-06-01,IT,64,0,24,37,19,44,37,24,29,18,24
2010-07-01,IT,66,38,19,31,19,40,35,23,28,16,24
2010-08-01,IT,54,34,17,31,19,31,35,20,25,15,22
2010-09-01,IT,50,30,16,19,15,18,32,25,30,19,27
2010-10-01,IT,44,26,13,13,15,16,26,27,28,20,27
2010-11-01,IT,36,23,13,11,10,12,19,27,28,21,26
2010-12-01,IT,32,22,12,9,11,14,17,29,27,19,25
2011-01-01,IT,37,33,15,15,40,24,28,39,40,28,37
2011-02-01,IT,38,31,17,18,31,22,30,37,42,27,36
2011-03-01,IT,40,34,18,20,37,24,32,39,44,28,38
2011-04-01,IT,46,33,17,25,35,23,33,39,46,28,35
2011-05-01,IT,51,36,19,26,55,34,45,38,45,29,38
2011-06-01,IT,59,37,20,30,43,34,40,41,47,24,41
2011-07-01,IT,63,37,18,28,54,44,44,37,46,25,36
2011-08-01,IT,61,31,18,22,100,28,33,32,38,23,32
2011-09-01,IT,52,29,18,15,47,19,25,39,44,27,40
2011-10-01,IT,50,26,16,11,29,14,24,45,46,28,43
2011-11-01,IT,41,24,15,9,14,11,26,45,45,29,45
2011-12-01,IT,37,20,12,7,11,11,24,47,46,30,37
2012-01-01,IT,43,39,16,16,19,27,27,41,40,28,39
2012-02-01,IT,38,30,17,15,17,20,26,45,47,29,44
2012-03-01,IT,46,31,18,17,20,22,35,44,45,28,39
2012-04-01,IT,49,32,18,19,20,25,38,45,47,32,41
2012-05-01,IT,52,32,19,20,19,33,42,41,45,29,44
2012-06-01,IT,60,38,26,22,19,38,39,39,43,28,44
2012-07-01,IT,62,36,20,22,20,37,37,39,46,27,41
2012-08-01,IT,65,30,17,18,17,30,33,39,43,25,42
2012-09-01,IT,60,29,17,16,14,22,34,47,50,33,50
2012-10-01,IT,52,23,15,10,13,13,23,48,46,31,50
2012-11-01,IT,37,20,14,8,11,11,18,50,48,33,47
2012-12-01,IT,36,20,12,8,12,12,19,51,46,31,42
2013-01-01,IT,34,28,15,13,17,25,30,47,44,32,67
2013-02-01,IT,35,29,16,16,16,19,30,48,48,29,46
2013-03-01,IT,41,30,18,17,17,20,38,49,49,31,47
2013-04-01,IT,48,29,17,22,15,22,41,45,48,28,48
2013-05-01,IT,52,32,18,20,16,27,41,46,49,30,51
2013-06-01,IT,59,33,20,22,17,32,38,44,49,30,44
2013-07-01,IT,60,33,17,23,19,34,39,42,52,32,48
2013-08-01,IT,59,30,18,19,16,31,40,42,50,29,47
2013-09-01,IT,54,27,16,15,14,18,32,47,52,33,48
2013-10-01,IT,54,26,15,11,12,12,31,56,49,37,52
2013-11-01,IT,38,20,13,9,10,12,26,54,46,34,47
2013-12-01,IT,32,19,12,8,9,12,20,56,50,37,42
2014-01-01,IT,33,27,15,13,16,24,28,52,47,36,48
2014-02-01,IT,33,27,16,15,16,19,30,55,51,33,48
2014-03-01,IT,42,27,16,17,15,22,36,52,51,32,48
2014-04-01,IT,46,30,17,20,16,25,44,54,53,35,42
2014-05-01,IT,52,32,19,22,14,28,43,52,51,33,44
2014-06-01,IT,59,41,29,21,17,36,41,46,46,35,44
2014-07-01,IT,63,32,18,22,17,36,40,49,53,35,44
2014-08-01,IT,61,29,16,17,14,26,39,47,52,32,45
2014-09-01,IT,57,28,17,14,12,16,29,53,49,35,43
2014-10-01,IT,48,24,14,9,11,11,29,55,51,36,49
2014-11-01,IT,33,19,12,8,9,13,19,55,50,38,48
2014-12-01,IT,31,19,11,7,9,11,20,60,52,39,48
2015-01-01,IT,31,27,14,13,13,21,30,56,50,37,47
2015-02-01,IT,32,26,14,14,12,20,31,59,52,37,50
2015-03-01,IT,37,29,16,14,12,21,35,59,53,38,54
2015-04-01,IT,50,29,17,18,13,21,36,54,54,37,49
2015-05-01,IT,52,31,18,19,13,25,40,53,53,36,48
2015-06-01,IT,57,33,17,21,15,32,42,52,54,36,47
2015-07-01,IT,63,33,18,21,15,37,40,50,57,40,48
2015-08-01,IT,61,31,18,17,14,28,37,50,64,37,49
2015-09-01,IT,56,28,17,13,10,21,33,53,61,36,54
2015-10-01,IT,48,22,14,9,10,10,23,61,57,40,51
2015-11-01,IT,33,19,12,8,10,12,23,64,56,40,51
2015-12-01,IT,32,19,12,7,9,13,21,68,57,44,61
2016-01-01,IT,32,25,14,11,14,28,29,58,54,36,54
2016-02-01,IT,36,27,16,13,12,21,32,61,56,36,52
2016-03-01,IT,40,28,16,14,14,21,34,58,56,35,53
2016-04-01,IT,50,30,17,17,13,22,34,55,57,32,52
2016-05-01,IT,63,32,19,18,15,28,37,54,58,33,48
2016-06-01,IT,68,38,24,19,15,37,41,51,60,36,52
2016-07-01,IT,78,38,22,20,18,41,42,51,59,36,54
2016-08-01,IT,62,36,24,18,14,33,39,52,62,35,47
2016-09-01,IT,66,28,18,13,13,21,32,57,62,38,53
2016-10-01,IT,53,26,16,8,12,18,25,61,60,36,53
2016-11-01,IT,37,22,14,8,11,12,21,65,56,40,52
2016-12-01,IT,36,22,15,7,10,11,20,64,59,42,52
2017-01-01,IT,35,30,18,13,14,27,26,61,57,39,60
2017-02-01,IT,35,29,17,15,14,21,31,61,60,39,64
2017-03-01,IT,38,31,18,15,14,22,35,62,63,39,60
2017-04-01,IT,56,33,19,19,15,24,33,63,69,43,68
2017-05-01,IT,60,35,20,19,17,26,43,56,64,38,55
2017-06-01,IT,76,37,22,21,14,36,39,56,69,42,62
2017-07-01,IT,81,38,22,20,15,42,42,56,72,42,65
2017-08-01,IT,66,34,19,18,15,34,38,58,76,43,60
2017-09-01,IT,64,31,19,15,13,21,31,66,75,45,64
2017-10-01,IT,48,28,17,10,13,17,28,68,73,44,63
2017-11-01,IT,40,26,20,9,11,15,20,66,68,49,65
2017-12-01,IT,37,23,15,8,11,15,21,75,69,48,70
2018-01-01,IT,36,32,17,15,15,33,34,64,68,45,76
2018-02-01,IT,38,31,18,15,14,27,34,64,66,43,68
2018-03-01,IT,45,33,21,16,15,24,35,69,72,47,70
2018-04-01,IT,63,34,20,17,16,26,39,61,72,45,64
2018-05-01,IT,84,38,22,19,15,33,37,61,68,47,64
2018-06-01,IT,94,42,23,20,15,35,43,60,75,50,66
2018-07-01,IT,100,39,22,19,16,36,40,61,79,52,76
2018-08-01,IT,93,37,21,17,15,32,51,60,82,51,73
2018-09-01,IT,87,33,20,15,13,23,34,63,78,51,78
2018-10-01,IT,70,29,18,11,13,17,26,69,74,52,72
2018-11-01,IT,47,26,16,8,11,14,22,69,73,57,73
2018-12-01,IT,48,23,14,7,10,12,19,77,78,60,81
2019-01-01,IT,47,31,16,13,14,27,31,67,72,54,78
2019-02-01,IT,46,32,18,13,11,21,29,66,73,50,83
2019-03-01,IT,58,33,19,16,12,21,32,66,77,52,73
2019-04-01,IT,66,33,19,17,12,24,34,70,77,61,77
2019-05-01,IT,79,39,22,19,19,31,38,63,72,56,79
2019-06-01,IT,99,40,22,22,15,37,41,59,78,56,78
2019-07-01,IT,94,39,22,19,14,34,38,64,80,60,85
2019-08-01,IT,91,37,21,17,13,32,40,66,92,59,78
2019-09-01,IT,89,34,21,15,12,21,33,66,80,63,86
2019-10-01,IT,82,30,18,13,11,17,23,72,78,58,82
2019-11-01,IT,50,26,17,14,10,13,19,74,78,62,84
2019-12-01,IT,47,25,14,11,10,13,20,80,78,66,81
2020-01-01,IT,42,33,17,14,12,23,30,67,74,53,91
2020-02-01,IT,82,45,26,14,14,19,82,71,72,54,79
2020-03-01,IT,82,100,100,8,20,28,76,89,41,100,94
2020-04-01,IT,40,32,33,4,14,15,17,100,38,96,96
2020-05-01,IT,37,22,19,5,13,15,17,75,47,85,100
2020-06-01,IT,32,24,16,6,14,21,19,69,69,69,85
2020-07-01,IT,43,26,19,10,18,28,23,67,79,66,82
2020-08-01,IT,48,29,21,10,19,30,23,70,95,65,84
2020-09-01,IT,42,24,17,13,14,20,22,66,79,64,85
2020-10-01,IT,36,21,16,6,13,13,16,69,65,70,84
2020-11-01,IT,23,14,11,8,9,5,9,71,43,78,81
2020-12-01,IT,22,14,11,4,9,7,9,83,47,81,81
2021-01-01,IT,22,16,12,5,10,8,11,73,41,72,83
2021-02-01,IT,23,16,12,5,11,9,11,64,54,64,75
2021-03-01,IT,22,16,13,4,10,7,11,70,38,70,69
2021-04-01,IT,24,16,12,4,9,8,15,64,44,68,75
2021-05-01,IT,29,20,13,7,11,17,19,66,73,64,77
2021-06-01,IT,38,33,21,10,11,23,27,62,81,63,78
2021-07-01,IT,49,49,44,13,16,36,34,62,88,61,93
2021-08-01,IT,53,27,17,10,14,24,32,65,100,64,99
2021-09-01,IT,45,26,16,11,11,15,28,64,82,60,90
2021-10-01,IT,43,23,16,9,12,11,23,64,78,60,80
2021-11-01,IT,37,22,15,7,10,9,22,66,69,63,79
2021-12-01,IT,40,20,14,6,9,9,18,66,59,57,78
2022-01-01,IT,29,26,15,9,14,17,24,74,65,64,96
2022-02-01,IT,33,30,16,13,13,16,34,72,82,61,82
2022-03-01,IT,33,30,19,16,14,15,34,70,70,69,81
2022-04-01,IT,41,33,18,19,14,19,37,78,84,73,88
2022-05-01,IT,53,37,22,21,13,23,39,65,80,66,81
2022-06-01,IT,69,54,45,22,16,28,38,66,87,70,98
2022-07-01,IT,70,37,21,21,16,30,37,69,88,70,97
2022-08-01,IT,60,32,19,17,15,26,34,70,96,70,99
2022-09-01,IT,61,31,22,14,13,17,27,70,77,63,89
2022-10-01,IT,49,25,16,11,13,13,24,74,77,67,81
2022-11-01,IT,36,24,16,9,10,10,17,74,74,65,84
2022-12-01,IT,35,23,15,9,10,9,19,82,77,68,93
2023-01-01,IT,32,31,17,13,15,20,28,72,77,63,91
2023-02-01,IT,34,32,21,16,13,18,30,69,78,60,80
2023-03-01,IT,40,31,20,15,13,17,31,68,74,61,79
2023-04-01,IT,49,34,20,19,14,21,36,73,82,67,89
2004-01-01,LT,86,59,0,54,100,0,0,42,51,19,19
2004-02-01,LT,54,65,0,0,0,96,0,38,52,23,0
2004-03-01,LT,100,34,38,89,0,0,0,46,61,25,23
2004-04-01,LT,0,50,0,100,0,94,0,44,32,12,17
2004-05-01,LT,67,100,0,0,0,0,0,41,42,22,35
2004-06-01,LT,0,57,0,0,0,0,0,35,26,49,40
2004-07-01,LT,0,38,0,0,0,0,0,36,38,32,0
2004-08-01,LT,86,44,0,0,0,0,61,39,35,16,36
2004-09-01,LT,0,63,0,0,0,0,0,43,46,25,21
2004-10-01,LT,86,56,0,29,67,0,50,47,52,0,40
2004-11-01,LT,0,38,0,0,0,0,0,59,33,19,0
2004-12-01,LT,0,54,36,0,0,0,0,60,52,18,22
2005-01-01,LT,0,30,0,0,0,0,0,50,60,20,0
2005-02-01,LT,0,62,56,0,0,0,0,47,48,35,19
2005-03-01,LT,0,52,16,0,0,0,0,44,57,9,38
2005-04-01,LT,36,62,100,0,38,86,0,52,51,24,34
2005-05-01,LT,82,63,51,0,0,0,0,52,50,21,27
2005-06-01,LT,51,58,0,0,76,0,0,43,53,7,21
2005-07-01,LT,0,22,0,0,0,68,0,41,58,0,19
2005-08-01,LT,25,82,45,0,40,47,26,46,53,32,7
2005-09-01,LT,0,34,62,0,0,0,0,44,63,11,30
2005-10-01,LT,0,38,24,0,26,0,0,48,55,27,21
2005-11-01,LT,22,55,21,0,21,100,27,53,62,25,21
2005-12-01,LT,23,36,42,35,0,0,0,54,66,30,17
2006-01-01,LT,25,57,0,17,0,0,19,50,63,11,37
2006-02-01,LT,19,41,25,0,0,0,0,50,70,17,46
2006-03-01,LT,26,27,17,0,0,0,0,53,62,14,49
2006-04-01,LT,47,39,0,21,0,64,0,52,63,7,38
2006-05-01,LT,96,49,0,25,0,0,0,52,66,16,30
2006-06-01,LT,36,49,11,0,0,20,16,46,70,8,40
2006-07-01,LT,48,46,10,0,0,0,100,46,56,16,40
2006-08-01,LT,0,39,28,0,0,17,0,48,49,21,24
2006-09-01,LT,19,38,0,0,0,0,0,48,57,18,21
2006-10-01,LT,14,33,10,0,0,31,0,54,64,26,18
2006-11-01,LT,0,20,0,0,0,0,0,58,77,22,35
2006-12-01,LT,26,32,0,22,0,0,0,63,82,13,37
2007-01-01,LT,0,39,0,13,0,0,0,58,72,34,45
2007-02-01,LT,0,34,0,15,0,0,0,57,80,14,39
2007-03-01,LT,19,36,20,0,0,0,0,55,78,25,46
2007-04-01,LT,0,34,0,0,0,0,0,57,62,22,28
2007-05-01,LT,18,43,0,0,0,31,0,52,67,21,44
2007-06-01,LT,0,31,0,9,9,10,18,51,64,16,32
2007-07-01,LT,0,44,12,0,0,0,0,53,59,18,33
2007-08-01,LT,0,37,13,0,21,0,0,53,67,17,36
2007-09-01,LT,6,29,10,0,0,0,0,52,58,26,29
2007-10-01,LT,0,23,11,0,12,0,0,60,78,22,38
2007-11-01,LT,26,31,14,0,0,0,0,55,67,25,41
2007-12-01,LT,29,20,16,0,0,10,0,65,69,26,30
2008-01-01,LT,23,34,12,0,11,9,0,59,69,22,36
2008-02-01,LT,33,24,9,0,0,0,0,55,81,12,40
2008-03-01,LT,6,24,14,7,8,0,0,59,62,18,27
2008-04-01,LT,0,35,4,17,8,0,17,59,67,20,34
2008-05-01,LT,12,30,11,0,0,0,0,56,63,15,44
2008-06-01,LT,9,27,10,0,0,0,24,52,68,18,48
2008-07-01,LT,6,31,11,13,12,17,0,53,62,15,44
2008-08-01,LT,10,26,18,0,0,0,0,60,57,16,32
2008-09-01,LT,13,20,4,0,0,14,0,57,57,16,33
2008-10-01,LT,0,20,0,5,6,0,7,60,68,24,35
2008-11-01,LT,13,22,7,6,0,0,0,60,63,15,35
2008-12-01,LT,0,16,0,0,0,0,0,64,67,17,35
2009-01-01,LT,11,22,9,0,0,0,0,59,59,21,27
2009-02-01,LT,20,23,9,0,0,0,0,63,65,22,27
2009-03-01,LT,6,22,12,0,0,0,0,61,58,29,36
2009-04-01,LT,5,22,0,15,7,0,0,55,52,28,24
2009-05-01,LT,11,23,6,6,0,0,16,56,54,21,36
2009-06-01,LT,6,31,7,7,9,0,0,59,55,21,32
2009-07-01,LT,10,25,6,10,6,0,0,57,52,17,35
2009-08-01,LT,15,25,0,0,0,6,0,60,52,19,30
2009-09-01,LT,13,23,0,0,0,0,0,66,57,17,36
2009-10-01,LT,6,20,7,0,0,0,0,68,58,21,35
2009-11-01,LT,10,21,0,0,0,0,0,72,62,22,36
2009-12-01,LT,4,18,0,10,0,5,6,80,66,25,38
2010-01-01,LT,11,16,0,0,0,7,0,65,54,21,36
2010-02-01,LT,20,23,9,9,7,0,0,64,61,23,32
2010-03-01,LT,9,25,4,0,4,0,0,68,58,23,29
2010-04-01,LT,14,24,8,0,4,0,5,65,58,20,40
2010-05-01,LT,11,22,11,0,0,0,0,63,57,22,42
2010-06-01,LT,16,19,10,4,11,0,5,59,49,20,35
2010-07-01,LT,0,19,5,0,0,0,6,58,44,12,33
2010-08-01,LT,14,24,3,5,0,0,8,70,51,15,33
2010-09-01,LT,7,14,4,6,0,10,0,67,51,20,27
2010-10-01,LT,13,16,5,0,0,0,0,67,54,20,41
2010-11-01,LT,7,11,6,4,8,0,0,70,58,22,41
2010-12-01,LT,5,19,7,5,6,0,0,74,56,17,39
